ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,symbol
2026-02-10T00:05:01.878356354Z,2026-02-10T00:05:01.877808323Z,1,1,42431937,T,A,0,12.200000000,19,0,14050,286764899,12.200000000,12.600000000,100,126,1,5,ESH6 C7300
2026-02-10T00:05:01.878563280Z,2026-02-10T00:05:01.877808501Z,1,1,42431937,T,A,0,12.200000000,27,0,12890,286764901,12.200000000,12.600000000,81,126,1,5,ESH6 C7300
2026-02-10T00:05:05.630564264Z,2026-02-10T00:05:05.630030767Z,1,1,42431937,T,A,0,12.300000000,1,0,14414,286767810,12.300000000,12.600000000,54,126,1,5,ESH6 C7300
2026-02-10T00:05:05.630769407Z,2026-02-10T00:05:05.630030947Z,1,1,42431937,T,A,0,12.300000000,9,0,10258,286767812,12.300000000,12.600000000,53,126,1,5,ESH6 C7300
2026-02-10T00:07:28.779176787Z,2026-02-10T00:07:28.756810379Z,1,1,42431937,T,A,0,12.200000000,21,0,13877,286896651,12.200000000,12.500000000,44,62,1,4,ESH6 C7300
2026-02-10T00:07:28.788599443Z,2026-02-10T00:07:28.779143481Z,1,1,42431937,T,A,0,12.200000000,21,0,14454,286896884,12.200000000,12.500000000,23,62,1,4,ESH6 C7300
2026-02-10T00:07:35.573489501Z,2026-02-10T00:07:35.572895883Z,1,1,42431937,T,A,0,12.200000000,2,0,12624,286903548,12.200000000,12.500000000,2,55,1,3,ESH6 C7300
2026-02-10T00:09:37.603279389Z,2026-02-10T00:09:37.602853225Z,1,1,2534153,T,A,0,2.000000000,1,0,13070,70495380,2.000000000,2.050000000,1,173,1,3,UD:1V: VT 2534153
2026-02-10T00:11:01.524199474Z,2026-02-10T00:11:01.485456997Z,1,1,2534127,T,B,0,-0.300000000,3,0,14412,70507778,-0.450000000,-0.300000000,83,3,1,1,UD:1V: GN 2534127
2026-02-10T00:12:03.985851301Z,2026-02-10T00:12:03.980175237Z,1,1,42723579,T,B,0,128.500000000,1,0,13541,287211944,128.000000000,128.500000000,27,1,2,1,ESH6 P6975
2026-02-10T00:16:41.141007023Z,2026-02-10T00:16:41.140480713Z,1,1,42446245,T,B,0,262.000000000,10,0,21319,287524846,261.500000000,262.000000000,28,10,3,1,ESM6 P7050
2026-02-10T00:23:49.150761929Z,2026-02-10T00:23:49.150206493Z,1,1,2533816,T,A,0,109.000000000,1,0,13982,70584550,109.000000000,110.500000000,1,16,1,1,UD:1V: SG 2533816
2026-02-10T00:24:42.633581775Z,2026-02-10T00:24:42.633010707Z,1,1,2534313,T,B,0,51.250000000,1,0,17453,70589092,50.500000000,51.250000000,10,30,1,2,UD:1V: VT 2534313
2026-02-10T00:34:10.806834275Z,2026-02-10T00:34:10.806315695Z,1,1,2534299,T,A,0,9.700000000,2,0,13664,70640184,9.700000000,10.000000000,104,389,1,3,UD:1V: VT 2534299
2026-02-10T00:36:28.203042583Z,2026-02-10T00:36:28.202460681Z,1,1,42426741,T,A,0,36.500000000,1,0,12649,288402319,36.500000000,36.750000000,1,74,1,5,ESH6 P6500
2026-02-10T00:45:29.950649709Z,2026-02-10T00:45:29.950124341Z,1,1,42804075,T,A,0,35.750000000,2,0,14206,288718986,35.750000000,36.000000000,2,41,1,3,ESH6 C7175
2026-02-10T00:53:13.418910002Z,2026-02-10T00:53:13.410772317Z,1,1,2531830,T,A,0,50.500000000,1,0,13356,70706511,50.500000000,50.750000000,1,11,1,1,UD:1V: VT 2531830
2026-02-10T00:53:48.237486287Z,2026-02-10T00:53:48.236934893Z,1,1,42426741,T,B,0,35.500000000,1,0,13012,289028012,35.250000000,35.500000000,21,1,2,1,ESH6 P6500
2026-02-10T00:53:58.090719743Z,2026-02-10T00:53:58.090185815Z,1,1,42431937,T,A,0,12.200000000,22,0,13850,289038070,12.200000000,12.400000000,100,64,1,3,ESH6 C7300
2026-02-10T00:53:58.090920258Z,2026-02-10T00:53:58.090692821Z,1,1,42431937,T,A,0,12.200000000,22,0,14131,289038072,12.200000000,12.400000000,78,64,1,3,ESH6 C7300
2026-02-10T00:54:09.733294410Z,2026-02-10T00:54:09.721065967Z,1,1,42431937,T,A,0,12.200000000,21,0,13835,289057313,12.200000000,12.300000000,56,92,1,1,ESH6 C7300
2026-02-10T00:56:47.913753947Z,2026-02-10T00:56:47.913205301Z,1,1,42431937,T,A,0,12.200000000,2,0,19771,289197515,12.200000000,12.400000000,35,64,1,4,ESH6 C7300
2026-02-10T01:02:12.492229859Z,2026-02-10T01:02:12.479385283Z,1,1,42429687,T,B,0,115.000000000,5,0,13584,289533401,114.500000000,115.000000000,29,5,3,1,ESH6 C7000
2026-02-10T01:09:13.968810080Z,2026-02-10T01:09:13.968273773Z,1,1,42431937,T,A,0,12.200000000,6,0,13366,289926882,12.200000000,12.400000000,33,64,1,4,ESH6 C7300
2026-02-10T01:12:02.650697264Z,2026-02-10T01:12:02.650265733Z,1,1,2534313,T,B,0,50.000000000,1,0,13954,70819650,49.500000000,50.000000000,123,1,3,1,UD:1V: VT 2534313
2026-02-10T01:13:07.296510320Z,2026-02-10T01:13:07.295871863Z,1,1,2534678,T,B,0,13.600000000,1,0,14007,70824298,13.300000000,13.600000000,214,189,2,1,UD:1V: VT 2534678
2026-02-10T01:24:44.969788898Z,2026-02-10T01:24:44.967620609Z,1,1,2534593,T,B,0,3.400000000,1,0,14511,70897472,3.300000000,3.400000000,132,1,2,1,UD:1V: VT 2534593
2026-02-10T01:26:58.149154493Z,2026-02-10T01:26:58.146270789Z,1,1,42431937,T,A,0,12.200000000,27,0,11229,290949058,12.200000000,12.400000000,27,63,1,4,ESH6 C7300
2026-02-10T01:37:40.284998402Z,2026-02-10T01:37:40.284481449Z,1,1,42643092,T,A,0,5.800000000,1,0,13535,291655728,5.800000000,6.300000000,200,82,3,3,ESH6 C7375
2026-02-10T01:39:27.493206775Z,2026-02-10T01:39:27.389897945Z,1,1,42431944,T,A,0,11.700000000,1,0,12960,291811845,11.700000000,11.900000000,1,131,1,1,ESH6 P6000
2026-02-10T01:42:04.258495784Z,2026-02-10T01:42:04.257966929Z,1,1,42431945,T,B,0,77.500000000,1,0,11338,292026365,76.750000000,77.500000000,13,1,3,1,ESH6 P6800
2026-02-10T01:42:15.542534800Z,2026-02-10T01:42:15.536858513Z,1,1,42431945,T,B,0,77.250000000,1,0,13832,292035158,76.750000000,77.250000000,51,1,5,1,ESH6 P6800
