ts_recv,ts_event,rtype,publisher_id,instrument_id,side,price,size,flags,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,symbol
2026-07-17T08:00:01.000000000Z,2026-07-17T08:00:00.650162462Z,195,2,15024,N,125.100000000,1,128,343507,125.090000000,125.520000000,1,69,1,1,SPCX
2026-07-17T08:00:02.000000000Z,2026-07-17T08:00:01.513301464Z,195,2,15024,N,125.170000000,1,128,368645,125.090000000,125.490000000,1,69,1,1,SPCX
2026-07-17T08:00:03.000000000Z,2026-07-17T08:00:01.513301464Z,195,2,15024,N,125.170000000,1,128,378997,125.120000000,125.520000000,30,69,1,1,SPCX
2026-07-17T08:00:04.000000000Z,2026-07-17T08:00:01.513301464Z,195,2,15024,N,125.170000000,1,128,387268,125.120000000,125.460000000,30,69,1,1,SPCX
2026-07-17T08:00:05.000000000Z,2026-07-17T08:00:04.620064565Z,195,2,15024,B,125.330000000,194,128,399712,125.180000000,125.420000000,1,200,1,1,SPCX
2026-07-17T08:00:06.000000000Z,2026-07-17T08:00:04.620064565Z,195,2,15024,B,125.330000000,194,128,403038,125.180000000,125.410000000,1,400,1,2,SPCX
2026-07-17T08:00:07.000000000Z,2026-07-17T08:00:04.620064565Z,195,2,15024,B,125.330000000,194,128,417789,125.120000000,125.410000000,30,400,1,2,SPCX
2026-07-17T08:00:08.000000000Z,2026-07-17T08:00:04.620064565Z,195,2,15024,B,125.330000000,194,128,425313,125.120000000,125.290000000,30,200,1,1,SPCX
2026-07-17T08:00:09.000000000Z,2026-07-17T08:00:08.165417774Z,195,2,15024,N,125.430000000,72,128,433431,125.160000000,125.490000000,1,200,1,1,SPCX
2026-07-17T08:00:10.000000000Z,2026-07-17T08:00:08.165417774Z,195,2,15024,N,125.430000000,72,128,440848,125.330000000,125.540000000,16,200,1,1,SPCX
