ts_recv,ts_event,rtype,publisher_id,instrument_id,side,price,size,flags,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,symbol
2026-06-23T08:00:01.000000000Z,2026-06-23T08:00:00.557050322Z,195,2,15024,A,150.000000000,2,128,334068,150.000000000,150.890000000,600,286,1,1,SPCX
2026-06-23T08:00:02.000000000Z,2026-06-23T08:00:00.557050322Z,195,2,15024,A,150.000000000,2,128,354971,150.000000000,150.560000000,610,24,2,2,SPCX
2026-06-23T08:00:03.000000000Z,2026-06-23T08:00:02.929270902Z,195,2,15024,A,150.050000000,72,128,369040,150.000000000,150.440000000,619,6,7,1,SPCX
2026-06-23T08:00:04.000000000Z,2026-06-23T08:00:03.794755478Z,195,2,15024,N,150.190000000,10,128,381511,150.040000000,150.460000000,6,6,1,1,SPCX
2026-06-23T08:00:05.000000000Z,2026-06-23T08:00:04.345231930Z,195,2,15024,N,150.270000000,6,128,388944,150.100000000,150.310000000,6,6,1,1,SPCX
2026-06-23T08:00:06.000000000Z,2026-06-23T08:00:05.797522873Z,195,2,15024,N,150.190000000,3,128,400429,150.050000000,150.290000000,6,6,1,1,SPCX
2026-06-23T08:00:07.000000000Z,2026-06-23T08:00:06.913144824Z,195,2,15024,N,150.520000000,12,128,410473,150.470000000,150.590000000,104,435,3,3,SPCX
2026-06-23T08:00:08.000000000Z,2026-06-23T08:00:07.989630280Z,195,2,15024,N,150.400000000,12,128,423465,150.230000000,150.410000000,6,6,1,1,SPCX
2026-06-23T08:00:09.000000000Z,2026-06-23T08:00:08.710875275Z,195,2,15024,N,150.300000000,6,128,431461,150.230000000,150.410000000,6,6,1,1,SPCX
2026-06-23T08:00:10.000000000Z,2026-06-23T08:00:09.998847932Z,195,2,15024,N,150.470000000,100,128,440113,150.470000000,150.590000000,6,6,1,1,SPCX
2026-06-23T08:00:11.000000000Z,2026-06-23T08:00:10.719539227Z,195,2,15024,N,150.470000000,6,128,445187,150.410000000,150.590000000,6,6,1,1,SPCX
2026-06-23T08:00:12.000000000Z,2026-06-23T08:00:11.850832212Z,195,2,15024,N,150.410000000,6,128,453045,150.240000000,150.410000000,250,6,1,1,SPCX
2026-06-23T08:00:13.000000000Z,2026-06-23T08:00:12.591158255Z,195,2,15024,N,150.340000000,3,128,461142,150.230000000,150.350000000,6,6,1,1,SPCX
2026-06-23T08:00:14.000000000Z,2026-06-23T08:00:13.876494316Z,195,2,15024,N,150.310000000,6,128,470360,150.290000000,150.470000000,6,6,1,1,SPCX
2026-06-23T08:00:15.000000000Z,2026-06-23T08:00:13.876494316Z,195,2,15024,N,150.310000000,6,128,472335,150.350000000,150.470000000,6,6,1,1,SPCX
2026-06-23T08:00:16.000000000Z,2026-06-23T08:00:15.759260747Z,195,2,15024,N,150.310000000,6,128,483288,150.230000000,150.350000000,6,6,1,1,SPCX
2026-06-23T08:00:17.000000000Z,2026-06-23T08:00:16.997275561Z,195,2,15024,N,150.260000000,6,128,492932,150.170000000,150.350000000,6,6,1,1,SPCX
2026-06-23T08:00:18.000000000Z,2026-06-23T08:00:17.212893122Z,195,2,15024,N,150.480000000,2,128,497661,150.350000000,150.530000000,6,6,1,1,SPCX
2026-06-23T08:00:19.000000000Z,2026-06-23T08:00:18.747930068Z,195,2,15024,N,150.560000000,4,128,507948,150.530000000,150.710000000,6,6,1,1,SPCX
2026-06-23T08:00:20.000000000Z,2026-06-23T08:00:19.563133841Z,195,2,15024,N,150.550000000,6,128,512435,150.530000000,150.650000000,6,6,1,1,SPCX
2026-06-23T08:00:21.000000000Z,2026-06-23T08:00:20.392616883Z,195,2,15024,B,150.760000000,1,128,520682,150.710000000,150.900000000,6,15,1,1,SPCX
2026-06-23T08:00:22.000000000Z,2026-06-23T08:00:21.908985855Z,195,2,15024,N,150.790000000,3,128,526768,150.710000000,150.890000000,6,6,1,1,SPCX
2026-06-23T08:00:23.000000000Z,2026-06-23T08:00:22.630972883Z,195,2,15024,B,150.710000000,6,128,531607,150.500000000,150.890000000,200,6,1,1,SPCX
2026-06-23T08:00:24.000000000Z,2026-06-23T08:00:23.826894182Z,195,2,15024,A,150.710000000,2,128,538439,150.530000000,150.770000000,6,6,1,1,SPCX
2026-06-23T08:00:25.000000000Z,2026-06-23T08:00:23.826894182Z,195,2,15024,A,150.710000000,2,128,542883,150.590000000,150.770000000,6,6,1,1,SPCX
2026-06-23T08:00:26.000000000Z,2026-06-23T08:00:25.887227627Z,195,2,15024,N,150.840000000,2,128,549561,150.770000000,150.950000000,6,6,1,1,SPCX
2026-06-23T08:00:27.000000000Z,2026-06-23T08:00:26.777574781Z,195,2,15024,N,150.860000000,50,128,553593,150.770000000,150.950000000,6,6,1,1,SPCX
2026-06-23T08:00:28.000000000Z,2026-06-23T08:00:27.346093051Z,195,2,15024,N,150.760000000,5,128,560250,150.710000000,150.890000000,6,6,1,1,SPCX
2026-06-23T08:00:29.000000000Z,2026-06-23T08:00:27.346093051Z,195,2,15024,N,150.760000000,5,128,566594,150.770000000,150.890000000,6,6,1,1,SPCX
2026-06-23T08:00:30.000000000Z,2026-06-23T08:00:29.761911209Z,195,2,15024,B,150.960000000,1,128,572442,150.930000000,151.000000000,246,10,1,1,SPCX
2026-06-23T08:00:31.000000000Z,2026-06-23T08:00:30.773738238Z,195,2,15024,A,150.930000000,48,128,577498,150.930000000,150.950000000,150,6,1,1,SPCX
2026-06-23T08:00:32.000000000Z,2026-06-23T08:00:31.950938597Z,195,2,15024,B,151.000000000,4,128,583336,150.940000000,151.000000000,1991,150,2,1,SPCX
2026-06-23T08:00:33.000000000Z,2026-06-23T08:00:32.941942724Z,195,2,15024,A,150.940000000,100,128,588992,150.940000000,151.000000000,1889,150,2,1,SPCX
2026-06-23T08:00:34.000000000Z,2026-06-23T08:00:33.901872805Z,195,2,15024,A,150.940000000,500,128,596797,150.940000000,151.000000000,1197,150,2,1,SPCX
2026-06-23T08:00:35.000000000Z,2026-06-23T08:00:34.958657767Z,195,2,15024,B,151.000000000,6,128,600462,150.990000000,151.010000000,977,21,1,1,SPCX
2026-06-23T08:00:36.000000000Z,2026-06-23T08:00:35.738939602Z,195,2,15024,N,151.040000000,5,128,604651,150.990000000,151.070000000,1055,6,2,1,SPCX
2026-06-23T08:00:37.000000000Z,2026-06-23T08:00:36.256000048Z,195,2,15024,A,151.000000000,8,128,607847,151.000000000,151.070000000,270,6,2,1,SPCX
2026-06-23T08:00:38.000000000Z,2026-06-23T08:00:37.949299167Z,195,2,15024,A,151.010000000,8,128,615434,151.010000000,151.070000000,28,6,1,1,SPCX
2026-06-23T08:00:39.000000000Z,2026-06-23T08:00:38.687977582Z,195,2,15024,N,151.160000000,120,128,618795,151.070000000,151.250000000,6,31,1,2,SPCX
2026-06-23T08:00:40.000000000Z,2026-06-23T08:00:39.998245211Z,195,2,15024,N,151.660000000,43,128,629412,151.550000000,151.730000000,6,6,1,1,SPCX
