ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,symbol
2026-04-02T00:03:33.681826947Z,2026-04-02T00:03:33.523003377Z,1,1,42404370,T,B,0,174.000000000,1,0,11432,1158933998,172.500000000,174.000000000,3,1,1,1,ESM6 P6400
2026-04-02T00:10:08.670031460Z,2026-04-02T00:10:08.669528831Z,1,1,42394812,T,B,0,322.000000000,2,0,14001,1159326404,317.500000000,322.000000000,1,2,1,1,ESM6 P6800
2026-04-02T00:15:18.653787489Z,2026-04-02T00:15:18.653335163Z,1,1,42396443,T,B,0,111.000000000,28,0,13539,1159575620,110.000000000,111.000000000,8,20,3,1,ESM6 C6850
2026-04-02T00:15:18.653978980Z,2026-04-02T00:15:18.653335365Z,1,1,42396443,T,B,0,111.000000000,21,0,13684,1159575622,110.000000000,111.000000000,8,12,3,1,ESM6 C6850
2026-04-02T00:15:18.654239683Z,2026-04-02T00:15:18.653335545Z,1,1,42396443,T,B,0,111.000000000,9,0,13504,1159575624,110.000000000,111.000000000,8,11,3,1,ESM6 C6850
2026-04-02T00:15:18.654519278Z,2026-04-02T00:15:18.653337261Z,1,1,42396443,T,B,0,111.000000000,6,0,14530,1159575626,110.000000000,111.000000000,8,2,3,1,ESM6 C6850
2026-04-02T00:15:18.654771937Z,2026-04-02T00:15:18.653368979Z,1,1,42396443,T,B,0,111.000000000,36,0,13839,1159575628,110.000000000,111.000000000,8,16,3,1,ESM6 C6850
2026-04-02T00:15:54.107051027Z,2026-04-02T00:15:54.106565365Z,1,1,42372953,T,B,0,90.750000000,1,0,14134,1159614831,88.750000000,90.750000000,5,1,2,1,ESM6 C6900
2026-04-02T00:17:05.695806364Z,2026-04-02T00:17:05.695286879Z,1,1,42404370,T,A,0,172.500000000,1,0,16359,1159688705,172.500000000,173.500000000,1,6,1,2,ESM6 P6400
2026-04-02T00:18:00.810705769Z,2026-04-02T00:18:00.810411071Z,1,1,42372953,T,B,0,90.750000000,1,0,12504,1159749147,89.000000000,90.750000000,2,1,1,1,ESM6 C6900
2026-04-02T00:18:09.582811247Z,2026-04-02T00:18:09.545916955Z,1,1,42409648,T,A,0,185.000000000,8,0,14835,1159756957,185.000000000,189.000000000,8,6,3,2,ESM6 C6700
2026-04-02T00:18:09.643010703Z,2026-04-02T00:18:09.582750129Z,1,1,42409648,T,B,0,185.000000000,7,0,11364,1159758193,,185.000000000,0,7,0,1,ESM6 C6700
2026-04-02T00:20:17.703183521Z,2026-04-02T00:20:17.702838027Z,1,1,42384779,T,B,0,234.000000000,2,0,11026,1159852910,233.500000000,234.000000000,5,2,2,1,ESM6 P6600
2026-04-02T00:22:14.147446552Z,2026-04-02T00:22:14.146950511Z,1,1,42394812,T,A,0,323.000000000,2,0,13960,1159957141,323.000000000,327.000000000,2,4,1,2,ESM6 P6800
2026-04-02T00:22:37.286903420Z,2026-04-02T00:22:37.206632083Z,1,1,42394812,T,A,0,323.000000000,13,0,11065,1159967423,323.000000000,326.000000000,13,1,1,1,ESM6 P6800
2026-04-02T00:28:53.646247128Z,2026-04-02T00:28:53.645901885Z,1,1,42378449,T,B,0,90.750000000,5,0,13256,1160233847,89.750000000,90.750000000,10,5,3,1,ESM6 P6000
2026-04-02T00:29:21.477600028Z,2026-04-02T00:29:21.477313993Z,1,1,42378449,T,B,0,91.000000000,5,0,16745,1160247911,89.750000000,91.000000000,10,5,3,1,ESM6 P6000
2026-04-02T00:29:41.457919691Z,2026-04-02T00:29:41.374572177Z,1,1,42378449,T,B,0,91.250000000,5,0,10440,1160255795,90.500000000,91.250000000,13,5,1,1,ESM6 P6000
2026-04-02T00:32:25.026041119Z,2026-04-02T00:32:25.025477489Z,1,1,2620907,T,A,0,96.750000000,5,0,14293,512648010,96.750000000,97.750000000,5,6,1,1,UD:1V: VT 2620907
2026-04-02T00:33:04.548142531Z,2026-04-02T00:33:04.547776207Z,1,1,42372953,T,B,0,90.750000000,1,0,19309,1160432003,90.250000000,90.750000000,2,1,1,1,ESM6 C6900
2026-04-02T00:40:39.230139468Z,2026-04-02T00:40:39.225644727Z,1,1,42394812,T,A,0,320.500000000,1,0,11097,1161046597,320.500000000,324.000000000,1,24,1,3,ESM6 P6800
2026-04-02T00:43:50.318149823Z,2026-04-02T00:43:50.309758057Z,1,1,42836577,T,A,0,150.000000000,2,0,14639,1161478586,150.000000000,153.000000000,28,6,3,2,ESM6 C6775
2026-04-02T00:44:09.284901081Z,2026-04-02T00:44:09.284365007Z,1,1,42394812,T,A,0,314.500000000,1,0,13060,1161521722,314.500000000,317.500000000,1,25,1,3,ESM6 P6800
2026-04-02T00:52:08.198743635Z,2026-04-02T00:52:08.198435625Z,1,1,42760602,T,B,0,236.000000000,1,0,13128,1162208694,235.500000000,236.000000000,5,1,2,1,ESM6 C6625
2026-04-02T00:52:50.975010498Z,2026-04-02T00:52:50.974549253Z,1,1,2622280,T,B,0,-4.500000000,1,0,17113,513017544,-5.200000000,-4.500000000,42,1,1,1,UD:1V: GN 2622280
2026-04-02T00:54:20.322983006Z,2026-04-02T00:54:20.322497299Z,1,1,42372953,T,A,0,95.250000000,2,0,14042,1162432183,95.250000000,96.250000000,2,6,1,2,ESM6 C6900
2026-04-02T00:55:57.983757290Z,2026-04-02T00:55:57.983227575Z,1,1,42426302,T,A,0,76.250000000,2,0,17434,1162633893,76.250000000,77.000000000,2,8,1,2,ESM6 C6950
2026-04-02T00:58:20.211093132Z,2026-04-02T00:58:20.210558137Z,1,1,42409648,T,A,0,196.000000000,5,0,13415,1162802661,196.000000000,196.500000000,5,4,1,1,ESM6 C6700
2026-04-02T00:58:23.315149183Z,2026-04-02T00:58:23.314635259Z,1,1,42435330,T,B,0,47.000000000,1,0,14394,1162804224,45.500000000,47.000000000,50,1,4,1,ESM6 C7050
2026-04-02T00:58:49.998249068Z,2026-04-02T00:58:49.917133265Z,1,1,42394812,T,A,0,310.500000000,1,0,13917,1162842831,310.500000000,312.500000000,1,3,1,1,ESM6 P6800
2026-04-02T00:58:52.966832513Z,2026-04-02T00:58:52.943559017Z,1,1,42435330,T,B,0,47.500000000,1,0,13818,1162854724,46.000000000,47.500000000,6,1,1,1,ESM6 C7050
