ts_recv,ts_event,rtype,publisher_id,instrument_id,side,price,size,flags,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,symbol
2026-07-14T08:00:01.000000000Z,2026-07-14T08:00:00.734336973Z,195,2,15024,N,138.400000000,6,128,339410,138.390000000,139.050000000,300,69,1,1,SPCX
2026-07-14T08:00:02.000000000Z,2026-07-14T08:00:00.734336973Z,195,2,15024,N,138.400000000,6,128,347928,138.000000000,138.800000000,2,100,1,1,SPCX
2026-07-14T08:00:03.000000000Z,2026-07-14T08:00:00.734336973Z,195,2,15024,N,138.400000000,6,128,360093,138.040000000,138.530000000,70,70,1,1,SPCX
2026-07-14T08:00:04.000000000Z,2026-07-14T08:00:00.734336973Z,195,2,15024,N,138.400000000,6,128,368952,138.060000000,138.500000000,70,70,1,1,SPCX
2026-07-14T08:00:08.000000000Z,2026-07-14T08:00:00.734336973Z,195,2,15024,N,138.400000000,6,128,391697,138.080000000,138.500000000,70,70,1,1,SPCX
2026-07-14T08:00:17.000000000Z,2026-07-14T08:00:16.247274449Z,195,2,15024,A,138.360000000,7,128,440672,138.350000000,138.600000000,3,70,1,1,SPCX
2026-07-14T08:00:18.000000000Z,2026-07-14T08:00:16.247274449Z,195,2,15024,A,138.360000000,7,128,441122,138.350000000,138.580000000,3,70,1,1,SPCX
2026-07-14T08:00:19.000000000Z,2026-07-14T08:00:18.310772633Z,195,2,15024,A,138.410000000,30,128,448466,138.350000000,138.500000000,3,16,1,2,SPCX
2026-07-14T08:00:22.000000000Z,2026-07-14T08:00:18.310772633Z,195,2,15024,A,138.410000000,30,128,461233,138.340000000,138.500000000,1,8,1,1,SPCX
2026-07-14T08:00:25.000000000Z,2026-07-14T08:00:24.946899939Z,195,2,15024,A,138.340000000,5,128,476409,138.340000000,138.480000000,23,15,2,3,SPCX
2026-07-14T08:00:26.000000000Z,2026-07-14T08:00:25.529331610Z,195,2,15024,N,138.380000000,1,128,480020,138.080000000,138.490000000,70,214,1,2,SPCX
2026-07-14T08:00:27.000000000Z,2026-07-14T08:00:25.529331610Z,195,2,15024,N,138.380000000,1,128,483082,138.360000000,138.490000000,1,229,1,4,SPCX
2026-07-14T08:00:33.000000000Z,2026-07-14T08:00:25.529331610Z,195,2,15024,N,138.380000000,1,128,503324,138.360000000,138.470000000,1,480,1,3,SPCX
2026-07-14T08:00:37.000000000Z,2026-07-14T08:00:25.529331610Z,195,2,15024,N,138.380000000,1,128,517025,138.360000000,138.470000000,1,487,1,4,SPCX
2026-07-14T08:00:38.000000000Z,2026-07-14T08:00:25.529331610Z,195,2,15024,N,138.380000000,1,128,519483,138.360000000,138.460000000,1,22,1,3,SPCX
2026-07-14T08:00:41.000000000Z,2026-07-14T08:00:40.462895430Z,195,2,15024,A,138.360000000,1,128,527948,138.350000000,138.450000000,10,15,1,2,SPCX
2026-07-14T08:00:42.000000000Z,2026-07-14T08:00:41.763653848Z,195,2,15024,N,138.360000000,1,128,534110,138.350000000,138.450000000,10,15,1,2,SPCX
2026-07-14T08:00:43.000000000Z,2026-07-14T08:00:42.743085181Z,195,2,15024,B,138.500000000,1,128,539836,138.350000000,138.760000000,10,70,1,1,SPCX
2026-07-14T08:00:44.000000000Z,2026-07-14T08:00:42.743085181Z,195,2,15024,B,138.500000000,1,128,540412,138.350000000,138.640000000,10,70,1,1,SPCX
2026-07-14T08:00:47.000000000Z,2026-07-14T08:00:42.743085181Z,195,2,15024,B,138.500000000,1,128,550682,138.350000000,138.540000000,10,630,1,1,SPCX
2026-07-14T08:00:51.000000000Z,2026-07-14T08:00:42.743085181Z,195,2,15024,B,138.500000000,1,128,565381,138.350000000,138.500000000,10,5,1,1,SPCX
