ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,price,size,flags,ts_in_delta,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_pb_00,ask_pb_00,symbol
2026-07-07T13:30:00.006416053Z,2026-07-07T13:30:00.006215065Z,194,35,1308623404,T,N,4.900000000,6,192,0,,,0,0,0,0,SPCX  260710P00157500
2026-07-07T13:30:00.007338184Z,2026-07-07T13:30:00.007136619Z,194,35,1291845852,T,N,37.000000000,3,192,0,,,0,0,0,0,SPCX  270617P00150000
2026-07-07T13:30:00.013647228Z,2026-07-07T13:30:00.013446001Z,194,35,1258291238,T,N,7.000000000,1,192,0,6.800000000,7.400000000,1,1,35,35,SPCX  260821C00200000
2026-07-07T13:30:00.017131108Z,2026-07-07T13:30:00.016929727Z,194,35,1291846136,T,N,15.000000000,1,192,0,14.400000000,15.000000000,5,1,26,35,SPCX  260821P00150000
2026-07-07T13:30:00.017882955Z,2026-07-07T13:30:00.017681587Z,194,35,1291846136,T,N,15.240000000,3,192,0,15.000000000,15.500000000,10,2,35,35,SPCX  260821P00150000
2026-07-07T13:30:00.017882955Z,2026-07-07T13:30:00.017681587Z,194,35,1291845657,T,N,11.240000000,3,192,0,10.300000000,11.500000000,8,8,35,35,SPCX  260821P00140000
2026-07-07T13:30:00.047461956Z,2026-07-07T13:30:00.047260653Z,194,26,1275069028,T,N,3.300000000,10,192,0,2.600000000,3.900000000,3,3,25,25,SPCX  260710C00165000
2026-07-07T13:30:00.051766744Z,2026-07-07T13:30:00.051565478Z,194,26,1275068890,T,N,0.400000000,2,192,0,0.050000000,1.000000000,2,3,25,25,SPCX  260710C00200000
2026-07-07T13:30:00.053686390Z,2026-07-07T13:30:00.053485034Z,194,26,1275068454,T,N,0.650000000,10,192,0,0.100000000,1.350000000,1,3,25,25,SPCX  260710C00185000
2026-07-07T13:30:00.053866961Z,2026-07-07T13:30:00.053665415Z,194,26,1275068981,T,N,0.600000000,2,192,0,0.050000000,1.200000000,2,3,25,25,SPCX  260710C00187500
2026-07-07T13:30:00.055988662Z,2026-07-07T13:30:00.055787388Z,194,35,1291846178,T,N,7.500000000,5,192,0,6.300000000,8.800000000,2,2,25,25,SPCX  260821P00130000
2026-07-07T13:30:00.057024078Z,2026-07-07T13:30:00.056822985Z,194,26,1275068454,T,N,0.700000000,1,192,0,0.600000000,0.700000000,1,1,26,26,SPCX  260710C00185000
2026-07-07T13:30:00.059993870Z,2026-07-07T13:30:00.059792760Z,194,26,1308623278,T,N,9.100000000,1,192,0,8.400000000,9.100000000,11,1,35,26,SPCX  260918P00125000
2026-07-07T13:30:00.063128792Z,2026-07-07T13:30:00.062927594Z,194,26,1275069017,T,N,0.300000000,1,192,0,0.050000000,0.900000000,2,3,25,25,SPCX  260710C00215000
2026-07-07T13:30:00.067912078Z,2026-07-07T13:30:00.067710657Z,194,35,1258291938,T,N,0.450000000,1,192,0,0.050000000,1.450000000,11,7,26,26,SPCX  260717C00265000
2026-07-07T13:30:00.070824524Z,2026-07-07T13:30:00.070622707Z,194,35,1291845829,T,N,3.300000000,1,192,0,2.350000000,3.700000000,3,3,25,25,SPCX  260717P00145000
2026-07-07T13:30:00.073540223Z,2026-07-07T13:30:00.073339034Z,194,35,1258292191,T,N,0.200000000,1,192,0,0.050000000,0.800000000,18,3,35,25,SPCX  260717C00330000
2026-07-07T13:30:00.076116785Z,2026-07-07T13:30:00.075915525Z,194,35,1291845725,T,N,5.000000000,2,192,0,4.500000000,5.000000000,5,9,26,35,SPCX  260821P00120000
2026-07-07T13:30:00.076482216Z,2026-07-07T13:30:00.076281048Z,194,35,1258292126,T,N,0.550000000,1,192,0,0.100000000,0.700000000,5,7,26,26,SPCX  260717C00235000
2026-07-07T13:30:00.077631106Z,2026-07-07T13:30:00.077429861Z,194,35,1308623205,T,N,1.100000000,1,192,0,0.600000000,1.500000000,3,3,35,35,SPCX  260710P00144000
2026-07-07T13:30:00.079404498Z,2026-07-07T13:30:00.079203144Z,194,35,1291845645,T,N,22.600000000,1,192,0,22.000000000,23.200000000,1,1,35,35,SPCX  260821P00165000
2026-07-07T13:30:00.081378926Z,2026-07-07T13:30:00.081177769Z,194,35,1258291942,T,N,4.600000000,1,192,0,4.200000000,4.900000000,8,8,33,33,SPCX  260717C00170000
2026-07-07T13:30:00.085128074Z,2026-07-07T13:30:00.084926844Z,194,35,1291846393,T,N,6.600000000,2,192,0,6.200000000,7.200000000,1,1,35,35,SPCX  260717P00155000
2026-07-07T13:30:00.085629133Z,2026-07-07T13:30:00.085428019Z,194,35,1291846267,T,N,8.900000000,1,192,0,7.400000000,10.000000000,3,3,25,25,SPCX  260731P00150000
2026-07-07T13:30:00.085839846Z,2026-07-07T13:30:00.085638486Z,194,35,1291846120,T,N,2.100000000,4,192,0,1.300000000,2.600000000,3,3,25,25,SPCX  260717P00140000
2026-07-07T13:30:00.090038012Z,2026-07-07T13:30:00.089836693Z,194,35,1275068806,T,N,15.100000000,1,192,0,13.000000000,16.900000000,3,3,25,25,SPCX  260918C00180000
2026-07-07T13:30:00.091932503Z,2026-07-07T13:30:00.091731225Z,194,35,1275069043,T,N,5.100000000,7,192,0,4.100000000,6.200000000,4,4,25,25,SPCX  260710C00160000
2026-07-07T13:30:00.092097854Z,2026-07-07T13:30:00.091896659Z,194,35,1275068772,T,N,4.000000000,5,192,0,3.000000000,5.100000000,3,3,25,25,SPCX  260710C00162500
2026-07-07T13:30:00.092233105Z,2026-07-07T13:30:00.092031899Z,194,35,1275069028,T,N,3.300000000,7,192,0,2.900000000,3.800000000,1,3,35,26,SPCX  260710C00165000
2026-07-07T13:30:00.092384170Z,2026-07-07T13:30:00.092182568Z,194,35,1275068609,T,N,10.400000000,5,192,0,9.400000000,11.400000000,5,5,26,26,SPCX  260724C00160000
2026-07-07T13:30:00.093683244Z,2026-07-07T13:30:00.093482171Z,194,35,1258291205,T,N,6.000000000,53,192,0,5.000000000,7.000000000,3,3,25,25,SPCX  260717C00165000
2026-07-07T13:30:00.094453702Z,2026-07-07T13:30:00.094252236Z,194,35,1275068506,T,N,8.400000000,1,192,0,7.300000000,9.300000000,6,6,26,26,SPCX  260724C00165000
2026-07-07T13:30:00.095501111Z,2026-07-07T13:30:00.095299712Z,194,35,1275069094,T,N,2.050000000,7,192,0,1.550000000,2.450000000,2,2,35,35,SPCX  260710C00170000
2026-07-07T13:30:00.095706360Z,2026-07-07T13:30:00.095505197Z,194,35,1275068990,T,N,1.350000000,2,192,0,0.650000000,1.950000000,3,4,25,25,SPCX  260710C00175000
2026-07-07T13:30:00.095872506Z,2026-07-07T13:30:00.095671251Z,194,35,1275069105,T,N,2.550000000,6,192,0,1.900000000,2.950000000,3,3,25,25,SPCX  260710C00167500
2026-07-07T13:30:00.096503547Z,2026-07-07T13:30:00.096302126Z,194,35,1275068555,T,N,11.400000000,1,192,0,9.900000000,12.200000000,2,3,25,26,SPCX  260710C00150000
2026-07-07T13:30:00.097841613Z,2026-07-07T13:30:00.097640348Z,194,35,1275068454,T,N,0.700000000,3,192,0,0.600000000,0.800000000,1,1,26,26,SPCX  260710C00185000
2026-07-07T13:30:00.100590008Z,2026-07-07T13:30:00.100388623Z,194,35,1258291641,T,N,7.100000000,5,192,0,5.800000000,7.900000000,3,3,25,25,SPCX  260717C00162500
2026-07-07T13:30:00.100674925Z,2026-07-07T13:30:00.100473783Z,194,35,1258291856,T,N,12.800000000,1,192,0,11.600000000,13.600000000,1,1,35,35,SPCX  260731C00160000
2026-07-07T13:30:00.101475376Z,2026-07-07T13:30:00.101274039Z,194,35,1275068981,T,N,0.650000000,1,192,0,0.250000000,0.750000000,4,33,26,26,SPCX  260710C00187500
2026-07-07T13:30:00.101781224Z,2026-07-07T13:30:00.101579779Z,194,35,1275069097,T,N,12.100000000,2,192,0,12.000000000,13.000000000,1,2,26,26,SPCX  260918C00190000
2026-07-07T13:30:00.102222367Z,2026-07-07T13:30:00.102020814Z,194,35,1275068978,T,N,0.500000000,4,192,0,0.350000000,0.650000000,5,6,26,26,SPCX  260710C00190000
