ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,price,size,flags,ts_in_delta,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_pb_00,ask_pb_00,symbol
2026-07-13T13:30:00.002944389Z,2026-07-13T13:30:00.002742475Z,194,35,1291846259,T,N,7.500000000,1,192,0,,,0,0,0,0,SPCX  260731P00141000
2026-07-13T13:30:00.004175705Z,2026-07-13T13:30:00.003973278Z,194,26,1308623337,T,N,0.150000000,1,192,0,,,0,0,0,0,SPCX  260918P00035000
2026-07-13T13:30:00.004640780Z,2026-07-13T13:30:00.004439440Z,194,35,1308623359,T,N,25.900000000,2,192,0,,,0,0,0,0,SPCX  261016P00150000
2026-07-13T13:30:00.004830992Z,2026-07-13T13:30:00.004629816Z,194,35,1308623022,T,N,4.700000000,2,192,0,,,0,0,0,0,SPCX  260724P00140000
2026-07-13T13:30:00.004933577Z,2026-07-13T13:30:00.004732241Z,194,26,1291846330,T,N,0.150000000,31,192,0,,,0,0,0,0,SPCX  260717P00115000
2026-07-13T13:30:00.005149255Z,2026-07-13T13:30:00.004947818Z,194,26,1291845978,T,N,0.100000000,2,192,0,,,0,0,0,0,SPCX  260717P00110000
2026-07-13T13:30:00.007054746Z,2026-07-13T13:30:00.006852921Z,194,35,1275068658,T,N,21.300000000,2,192,0,20.600000000,21.800000000,1,5,35,35,SPCX  261120C00160000
2026-07-13T13:30:00.030935541Z,2026-07-13T13:30:00.030734230Z,194,26,1291846414,T,N,2.000000000,1,192,0,1.500000000,2.000000000,1,1,26,26,SPCX  260821P00100000
2026-07-13T13:30:00.042308306Z,2026-07-13T13:30:00.042107015Z,194,35,1275068843,T,N,19.600000000,1,192,0,18.600000000,19.600000000,6,1,35,35,SPCX  261120C00165000
2026-07-13T13:30:00.051003332Z,2026-07-13T13:30:00.050802099Z,194,35,1291846037,T,N,0.650000000,21,192,0,0.050000000,1.000000000,4,5,27,27,SPCX  260717P00130000
2026-07-13T13:30:00.061629010Z,2026-07-13T13:30:00.061427450Z,194,35,1291845683,T,N,3.500000000,1,192,0,3.100000000,3.800000000,1,1,35,35,SPCX  260731P00130000
2026-07-13T13:30:00.065999218Z,2026-07-13T13:30:00.065797835Z,194,35,1291846566,T,N,0.050000000,6,192,0,0.050000000,0.100000000,16,8,35,35,SPCX  260717P00100000
2026-07-13T13:30:00.065999218Z,2026-07-13T13:30:00.065797835Z,194,35,1291846037,T,N,0.650000000,6,192,0,0.650000000,0.750000000,6,4,35,35,SPCX  260717P00130000
