ts_recv,ts_event,rtype,publisher_id,instrument_id,side,price,size,flags,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,symbol
2026-07-13T08:00:01.000000000Z,,195,2,15024,N,,0,128,338540,142.900000000,144.000000000,100,100,1,1,SPCX
2026-07-13T08:00:02.000000000Z,,195,2,15024,N,,0,128,350832,143.000000000,143.750000000,100,100,1,1,SPCX
2026-07-13T08:00:03.000000000Z,2026-07-13T08:00:02.214822544Z,195,2,15024,N,143.290000000,34,128,364958,143.210000000,143.390000000,34,34,1,1,SPCX
2026-07-13T08:00:04.000000000Z,2026-07-13T08:00:03.933619651Z,195,2,15024,N,143.450000000,34,128,373771,143.210000000,143.330000000,176,34,2,1,SPCX
2026-07-13T08:00:05.000000000Z,2026-07-13T08:00:04.805630713Z,195,2,15024,B,143.270000000,1,128,379562,143.210000000,143.330000000,174,34,2,1,SPCX
2026-07-13T08:00:06.000000000Z,2026-07-13T08:00:05.915226173Z,195,2,15024,B,143.330000000,10,128,388861,143.270000000,143.390000000,172,80,2,2,SPCX
2026-07-13T08:00:07.000000000Z,2026-07-13T08:00:06.312931753Z,195,2,15024,B,143.380000000,24,128,395543,143.330000000,143.450000000,239,34,3,1,SPCX
2026-07-13T08:00:08.000000000Z,2026-07-13T08:00:06.312931753Z,195,2,15024,B,143.380000000,24,128,403848,143.210000000,143.330000000,34,34,1,1,SPCX
2026-07-13T08:00:09.000000000Z,2026-07-13T08:00:08.820494579Z,195,2,15024,A,143.330000000,26,128,412768,143.100000000,143.270000000,138,34,1,1,SPCX
2026-07-13T08:00:10.000000000Z,2026-07-13T08:00:09.729471849Z,195,2,15024,B,143.210000000,11,128,418350,143.150000000,143.270000000,233,34,3,1,SPCX
2026-07-13T08:00:11.000000000Z,2026-07-13T08:00:09.729471849Z,195,2,15024,B,143.210000000,11,128,424430,143.210000000,143.390000000,34,34,1,1,SPCX
2026-07-13T08:00:12.000000000Z,2026-07-13T08:00:11.818905833Z,195,2,15024,B,143.270000000,1,128,430659,143.210000000,143.330000000,230,34,3,1,SPCX
2026-07-13T08:00:13.000000000Z,2026-07-13T08:00:12.528601538Z,195,2,15024,A,143.210000000,66,128,435666,143.150000000,143.270000000,162,34,3,1,SPCX
2026-07-13T08:00:14.000000000Z,2026-07-13T08:00:13.632842858Z,195,2,15024,B,143.270000000,1,128,440069,143.150000000,143.270000000,161,33,3,1,SPCX
2026-07-13T08:00:15.000000000Z,2026-07-13T08:00:13.632842858Z,195,2,15024,B,143.270000000,1,128,444717,143.150000000,143.270000000,159,33,3,1,SPCX
2026-07-13T08:00:16.000000000Z,2026-07-13T08:00:15.919847030Z,195,2,15024,B,143.320000000,3,128,451707,143.210000000,143.320000000,162,123,5,1,SPCX
