ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,symbol
2026-05-08T00:00:49.047813131Z,2026-05-08T00:00:49.047278663Z,1,1,42404374,T,B,0,53.750000000,2,0,13170,1038992741,53.250000000,53.750000000,44,2,3,1,ESM6 P7000
2026-05-08T00:04:39.016558078Z,2026-05-08T00:04:39.016043977Z,1,1,42378346,T,A,0,79.000000000,1,0,14052,1039187466,79.000000000,79.750000000,1,38,1,4,ESM6 C7500
2026-05-08T00:04:41.602679215Z,2026-05-08T00:04:41.602108517Z,1,1,2621625,T,A,0,-3.500000000,1,0,16601,429160345,-3.500000000,-2.950000000,1,63,1,2,UD:1V: GN 2621625
2026-05-08T00:06:30.580954023Z,2026-05-08T00:06:30.577719723Z,1,1,42366513,T,B,0,157.500000000,5,0,13462,1039325000,157.000000000,157.500000000,5,5,2,1,ESM6 P7400
2026-05-08T00:06:31.021682015Z,2026-05-08T00:06:30.899092937Z,1,1,42366511,T,B,0,45.750000000,1,0,14615,1039331164,45.250000000,45.750000000,35,1,1,1,ESM6 C7600
2026-05-08T00:09:31.554564128Z,2026-05-08T00:09:31.554033503Z,1,1,42399706,T,A,0,25.000000000,1,0,13084,1039587611,25.000000000,26.250000000,88,74,4,3,ESM6 P6700
2026-05-08T00:13:54.546904011Z,2026-05-08T00:13:54.544999929Z,1,1,42366511,T,A,0,45.500000000,1,0,14899,1039828373,45.500000000,46.000000000,1,41,1,3,ESM6 C7600
2026-05-08T00:15:41.401212216Z,2026-05-08T00:15:41.400910293Z,1,1,42778435,T,A,0,188.000000000,1,0,13589,1039963995,188.000000000,189.000000000,1,44,1,1,ESZ7 P5650
2026-05-08T00:21:44.238922377Z,2026-05-08T00:21:44.237685127Z,1,1,42378374,T,A,0,91.000000000,10,0,13503,1040402012,91.000000000,91.500000000,12,32,1,2,ESM6 P7200
2026-05-08T00:21:44.280513261Z,2026-05-08T00:21:44.252051329Z,1,1,42378374,T,A,0,91.000000000,2,0,14528,1040402804,91.000000000,91.500000000,2,32,1,2,ESM6 P7200
2026-05-08T00:30:11.037594138Z,2026-05-08T00:30:11.037011487Z,1,1,2621740,T,A,0,-70.500000000,2,0,13882,429580867,-70.500000000,-70.000000000,2,48,1,1,UD:1V: GN 2621740
2026-05-08T00:39:49.139228844Z,2026-05-08T00:39:49.138562063Z,1,1,2621797,T,A,0,-23.250000000,1,0,12918,429659512,-23.250000000,-23.000000000,1,47,1,3,UD:1V: GN 2621797
2026-05-08T00:42:23.958211281Z,2026-05-08T00:42:23.950073267Z,1,1,42394731,T,A,0,2.250000000,1,0,13376,1041215336,2.250000000,2.300000000,1,2,1,1,ESM6 P5000
2026-05-08T00:42:59.994528158Z,2026-05-08T00:42:59.901719883Z,1,1,42378618,T,B,0,41.250000000,5,0,11167,1041244601,40.750000000,41.250000000,48,5,3,1,ESM6 P6900
