ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,price,size,flags,ts_in_delta,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_pb_00,ask_pb_00,symbol
2026-07-08T13:30:00.003311209Z,2026-07-08T13:30:00.003108281Z,194,26,1291845679,T,N,11.900000000,1,192,0,,,0,0,0,0,SPCX  260821P00140000
2026-07-08T13:30:00.012171116Z,2026-07-08T13:30:00.011969856Z,194,35,1258291657,T,N,8.300000000,2,192,0,6.900000000,9.900000000,7,7,27,27,SPCX  260821C00180000
2026-07-08T13:30:00.012285636Z,2026-07-08T13:30:00.012084504Z,194,35,1258291893,T,N,5.400000000,1,192,0,5.100000000,5.700000000,9,1,35,35,SPCX  260717C00157500
2026-07-08T13:30:00.053985447Z,2026-07-08T13:30:00.053783939Z,194,26,1291846088,T,N,7.350000000,2,192,0,6.700000000,7.800000000,5,5,26,26,SPCX  260717P00152500
2026-07-08T13:30:00.053985599Z,2026-07-08T13:30:00.053784188Z,194,26,1308623411,T,N,22.860000000,2,192,0,22.400000000,23.700000000,5,5,26,26,SPCX  261016P00150000
2026-07-08T13:30:00.057208381Z,2026-07-08T13:30:00.057007234Z,194,35,1308623561,T,N,4.500000000,1,192,0,4.200000000,4.600000000,1,9,35,35,SPCX  260724P00140000
2026-07-08T13:30:00.062630555Z,2026-07-08T13:30:00.062429597Z,194,26,1291846158,T,N,21.990000000,1,192,0,21.300000000,22.600000000,7,4,35,26,SPCX  260821P00160000
2026-07-08T13:30:00.062630989Z,2026-07-08T13:30:00.062429899Z,194,26,1308623104,T,N,25.610000000,1,192,0,25.000000000,26.400000000,5,5,26,26,SPCX  260918P00160000
2026-07-08T13:30:00.066782801Z,2026-07-08T13:30:00.066581354Z,194,26,1275068604,T,N,0.200000000,1,192,0,0.050000000,0.750000000,7,7,27,27,SPCX  260710C00185000
2026-07-08T13:30:00.067008299Z,2026-07-08T13:30:00.066806848Z,194,26,1275068693,T,N,0.150000000,1,192,0,0.050000000,0.150000000,20,1,35,26,SPCX  260710C00187500
2026-07-08T13:30:00.068361916Z,2026-07-08T13:30:00.068160062Z,194,35,1275069002,T,N,8.300000000,2,192,0,7.700000000,8.700000000,2,5,35,26,SPCX  261218C00250000
2026-07-08T13:30:00.077065478Z,2026-07-08T13:30:00.076864193Z,194,35,1258291944,T,N,10.900000000,1,192,0,10.500000000,11.300000000,4,1,26,35,SPCX  260821C00170000
2026-07-08T13:30:00.080418309Z,2026-07-08T13:30:00.080216920Z,194,35,1291846390,T,N,32.300000000,1,192,0,,,0,0,0,0,SPCX  260821P00175000
2026-07-08T13:30:00.081381573Z,2026-07-08T13:30:00.081179929Z,194,35,1291845996,T,N,38.400000000,1,192,0,35.300000000,41.300000000,1,1,27,27,SPCX  260717P00190000
2026-07-08T13:30:00.081987287Z,2026-07-08T13:30:00.081786016Z,194,35,1308623274,T,N,35.300000000,1,192,0,34.200000000,35.800000000,4,4,26,26,SPCX  261016P00170000
2026-07-08T13:30:00.082299575Z,2026-07-08T13:30:00.082098333Z,194,35,1275069089,T,N,11.000000000,3,192,0,9.500000000,12.000000000,4,6,26,35,SPCX  260724C00150000
2026-07-08T13:30:00.082520351Z,2026-07-08T13:30:00.082318818Z,194,35,1275069126,T,N,22.400000000,1,192,0,21.600000000,23.700000000,11,5,35,35,SPCX  260918C00150000
2026-07-08T13:30:00.084570226Z,2026-07-08T13:30:00.084368737Z,194,35,1275068446,T,N,6.500000000,5,192,0,5.100000000,7.600000000,4,13,26,26,SPCX  260710C00149000
2026-07-08T13:30:00.122188177Z,2026-07-08T13:30:00.121986876Z,194,35,1258291414,T,N,1.750000000,1,192,0,1.400000000,1.800000000,6,2,26,26,SPCX  260717C00175000
2026-07-08T13:30:00.133150790Z,2026-07-08T13:30:00.132949591Z,194,35,1275068538,T,N,4.500000000,4,192,0,3.300000000,5.700000000,12,12,27,27,SPCX  260710C00152500
2026-07-08T13:30:00.135591829Z,2026-07-08T13:30:00.135390305Z,194,35,1275068692,T,N,0.150000000,1,192,0,0.050000000,0.700000000,7,7,27,27,SPCX  260710C00190000
2026-07-08T13:30:00.135767047Z,2026-07-08T13:30:00.135565955Z,194,35,1275068685,T,N,0.250000000,3,192,0,0.150000000,0.350000000,8,10,26,35,SPCX  260710C00182500
2026-07-08T13:30:00.135947740Z,2026-07-08T13:30:00.135746247Z,194,35,1275068968,T,N,3.400000000,3,192,0,2.250000000,4.600000000,8,8,27,27,SPCX  260710C00155000
2026-07-08T13:30:00.136047757Z,2026-07-08T13:30:00.135846424Z,194,35,1275068732,T,N,0.350000000,1,192,0,0.350000000,0.600000000,3,8,35,35,SPCX  260710C00175000
2026-07-08T13:30:00.136163129Z,2026-07-08T13:30:00.135961739Z,194,35,1275068604,T,N,0.150000000,1,192,0,0.100000000,0.450000000,7,5,26,26,SPCX  260710C00185000
2026-07-08T13:30:00.143889950Z,2026-07-08T13:30:00.143688810Z,194,35,1258292135,T,N,14.400000000,2,192,0,13.900000000,15.100000000,4,4,26,26,SPCX  260821C00160000
2026-07-08T13:30:00.144020093Z,2026-07-08T13:30:00.143818988Z,194,35,1258291515,T,N,6.500000000,2,192,0,5.800000000,6.800000000,1,2,35,35,SPCX  260717C00155000
2026-07-08T13:30:00.145689633Z,2026-07-08T13:30:00.145487910Z,194,35,1308623159,T,N,6.100000000,1,192,0,5.500000000,6.700000000,3,3,35,35,SPCX  260724P00145000
2026-07-08T13:30:00.145689633Z,2026-07-08T13:30:00.145487910Z,194,35,1308623430,T,N,4.790000000,1,192,0,3.200000000,5.600000000,2,2,35,35,SPCX  260710P00152500
2026-07-08T13:30:00.145834596Z,2026-07-08T13:30:00.145633408Z,194,35,1258292112,T,N,8.700000000,3,192,0,8.000000000,9.200000000,4,4,26,26,SPCX  260731C00160000
2026-07-08T13:30:00.146611542Z,2026-07-08T13:30:00.146410256Z,194,35,1258291934,T,N,12.330000000,1,192,0,12.000000000,13.200000000,5,5,26,26,SPCX  260821C00165000
2026-07-08T13:30:00.146611542Z,2026-07-08T13:30:00.146410256Z,194,35,1258292163,T,N,7.370000000,1,192,0,6.900000000,7.700000000,5,2,26,35,SPCX  260821C00185000
2026-07-08T13:30:00.146726310Z,2026-07-08T13:30:00.146524903Z,194,35,1291846091,T,N,2.500000000,1,192,0,1.800000000,3.300000000,7,7,27,27,SPCX  260731P00125000
2026-07-08T13:30:00.146896833Z,2026-07-08T13:30:00.146695352Z,194,35,1291845829,T,N,39.800000000,20,192,0,36.700000000,42.700000000,1,1,27,27,SPCX  260821P00185000
2026-07-08T13:30:00.146996887Z,2026-07-08T13:30:00.146795639Z,194,35,1291846172,T,N,1.750000000,1,192,0,,2.250000000,0,1,27,27,SPCX  260717P00135000
2026-07-08T13:30:00.147192334Z,2026-07-08T13:30:00.146991089Z,194,35,1291845661,T,N,5.400000000,20,192,0,4.100000000,6.500000000,7,7,27,27,SPCX  260821P00120000
2026-07-08T13:30:00.147683591Z,2026-07-08T13:30:00.147482280Z,194,35,1291845818,T,N,6.600000000,1,192,0,6.200000000,7.000000000,5,5,26,26,SPCX  260821P00125000
2026-07-08T13:30:00.147783785Z,2026-07-08T13:30:00.147582509Z,194,35,1291846198,T,N,10.000000000,1,192,0,9.500000000,10.200000000,4,2,26,35,SPCX  260821P00135000
